timestamp,ip_src,ip_dst,ip_proto,sport,dport,tcp_flags,anomaly_flag,label
16:14.7,192.168.173.51,172.16.192.51,6,58368,7680,S,1,anomaly
16:15.2,192.168.173.24,224.0.0.251,17,5353,5353,0,0,normal
16:15.4,192.168.173.51,20.192.44.78,6,50801,443,PA,1,anomaly
16:15.5,20.192.44.78,192.168.173.51,6,443,50801,A,1,anomaly
16:17.8,20.192.44.78,192.168.173.51,6,443,50801,PA,1,anomaly
16:17.9,192.168.173.51,20.192.44.78,6,50801,443,A,1,anomaly
16:28.9,192.168.173.51,20.238.236.234,6,49212,443,A,1,anomaly
16:29.7,20.238.236.234,192.168.173.51,6,443,49212,A,0,normal
16:30.4,192.168.173.51,20.192.44.78,6,50801,443,PA,1,anomaly
16:31.0,192.168.173.51,20.192.44.78,6,50801,443,PA,1,anomaly
16:31.1,20.192.44.78,192.168.173.51,6,443,50801,A,1,anomaly
16:31.4,20.192.44.78,192.168.173.51,6,443,50801,A,1,anomaly
16:34.7,20.192.44.78,192.168.173.51,6,443,50801,PA,1,anomaly
16:35.1,20.192.44.78,192.168.173.51,6,443,50801,PA,1,anomaly
16:35.1,192.168.173.51,20.192.44.78,6,50801,443,A,1,anomaly
16:35.1,192.168.173.51,20.192.44.78,6,50801,443,PA,1,anomaly
16:35.3,192.168.173.24,224.0.0.251,17,5353,5353,0,0,normal
16:35.5,20.192.44.78,192.168.173.51,6,443,50801,A,1,anomaly
16:39.6,192.168.173.51,192.168.11.90,6,58369,7680,S,1,anomaly
16:39.7,192.168.173.51,192.168.200.56,6,58370,7680,S,1,anomaly
16:40.6,192.168.173.51,192.168.11.90,6,58369,7680,S,1,anomaly
16:40.7,192.168.173.51,192.168.200.56,6,58370,7680,S,1,anomaly
16:41.4,192.168.173.51,142.250.110.188,6,62034,5228,A,1,anomaly
16:42.1,142.250.110.188,192.168.173.51,6,5228,62034,A,0,normal
16:42.6,192.168.173.51,192.168.11.90,6,58369,7680,S,1,anomaly
16:42.7,192.168.173.51,192.168.200.56,6,58370,7680,S,1,anomaly
16:45.4,192.168.173.51,20.192.44.78,6,50801,443,PA,1,anomaly
16:45.8,192.168.173.51,239.255.255.250,17,56518,1900,0,1,anomaly
16:45.8,192.168.173.51,239.255.255.250,17,56520,1900,0,1,anomaly
16:46.0,192.168.173.51,20.192.44.78,6,50801,443,PA,1,anomaly
16:46.7,192.168.173.51,192.168.11.90,6,58369,7680,S,1,anomaly
16:46.7,20.192.44.78,192.168.173.51,6,443,50801,A,1,anomaly
16:46.7,192.168.173.51,192.168.200.56,6,58370,7680,S,1,anomaly
16:46.7,20.192.44.78,192.168.173.51,6,443,50801,A,1,anomaly
16:46.8,192.168.173.51,239.255.255.250,17,56518,1900,0,1,anomaly
16:46.8,192.168.173.51,239.255.255.250,17,56520,1900,0,1,anomaly
16:47.8,192.168.173.51,239.255.255.250,17,56518,1900,0,1,anomaly
16:47.8,192.168.173.51,239.255.255.250,17,56520,1900,0,1,anomaly
16:48.2,192.168.173.51,20.199.120.151,6,61935,443,PA,1,anomaly
16:48.8,20.199.120.151,192.168.173.51,6,443,61935,PA,0,normal
16:48.8,192.168.173.51,239.255.255.250,17,56518,1900,0,1,anomaly
16:48.8,192.168.173.51,20.199.120.151,6,61935,443,A,1,anomaly
16:48.8,192.168.173.51,239.255.255.250,17,56520,1900,0,1,anomaly
16:48.8,20.192.44.78,192.168.173.51,6,443,50801,PA,1,anomaly
16:48.9,192.168.173.51,20.192.44.78,6,50801,443,A,1,anomaly
16:54.7,192.168.173.51,192.168.11.90,6,58369,7680,S,1,anomaly
16:54.7,192.168.173.51,192.168.200.56,6,58370,7680,S,1,anomaly
16:55.4,192.168.173.24,224.0.0.251,17,5353,5353,0,0,normal
17:01.4,192.168.173.51,20.192.44.78,6,50801,443,PA,1,anomaly
17:01.6,20.192.44.78,192.168.173.51,6,443,50801,A,1,anomaly
17:04.9,20.192.44.78,192.168.173.51,6,443,50801,PA,1,anomaly
17:05.0,192.168.173.51,20.192.44.78,6,50801,443,A,1,anomaly
17:05.1,192.168.173.51,20.192.44.78,6,50801,443,PA,1,anomaly
17:05.8,192.168.173.51,20.192.44.78,6,50801,443,PA,1,anomaly
17:05.8,20.192.44.78,192.168.173.51,6,443,50801,A,1,anomaly
17:06.1,20.192.44.78,192.168.173.51,6,443,50801,A,1,anomaly
17:14.7,192.168.173.51,20.238.236.234,6,49212,443,A,1,anomaly
17:15.0,20.238.236.234,192.168.173.51,6,443,49212,A,0,normal
17:15.2,192.168.173.24,224.0.0.251,17,5353,5353,0,0,normal
17:16.4,192.168.173.51,20.192.44.78,6,50801,443,PA,1,anomaly
17:16.6,20.192.44.78,192.168.173.51,6,443,50801,A,1,anomaly
17:19.6,192.168.173.51,192.168.200.188,6,58371,7680,S,1,anomaly
17:19.7,192.168.173.51,172.16.197.247,6,58372,7680,S,1,anomaly
17:19.9,20.192.44.78,192.168.173.51,6,443,50801,PA,1,anomaly
17:19.9,192.168.173.51,20.192.44.78,6,50801,443,A,1,anomaly
17:20.7,192.168.173.51,192.168.200.188,6,58371,7680,S,1,anomaly
17:20.7,192.168.173.51,172.16.197.247,6,58372,7680,S,1,anomaly
17:22.7,192.168.173.51,192.168.200.188,6,58371,7680,S,1,anomaly
17:22.7,192.168.173.51,172.16.197.247,6,58372,7680,S,1,anomaly
17:26.7,192.168.173.51,192.168.200.188,6,58371,7680,S,1,anomaly
17:26.7,192.168.173.51,172.16.197.247,6,58372,7680,S,1,anomaly
17:27.1,192.168.173.51,142.250.110.188,6,62034,5228,A,1,anomaly
17:28.3,142.250.110.188,192.168.173.51,6,5228,62034,A,0,normal
17:32.4,192.168.173.51,20.192.44.78,6,50801,443,PA,1,anomaly
17:32.6,20.192.44.78,192.168.173.51,6,443,50801,A,1,anomaly
17:33.2,192.168.173.51,20.199.120.151,6,61935,443,PA,1,anomaly
17:33.8,20.199.120.151,192.168.173.51,6,443,61935,PA,0,normal
17:33.9,192.168.173.51,20.199.120.151,6,61935,443,A,1,anomaly
17:34.7,192.168.173.51,192.168.200.188,6,58371,7680,S,1,anomaly
17:34.7,192.168.173.51,172.16.197.247,6,58372,7680,S,1,anomaly
17:35.1,192.168.173.51,20.192.44.78,6,50801,443,PA,1,anomaly
17:35.3,192.168.173.24,224.0.0.251,17,5353,5353,0,0,normal
17:35.7,192.168.173.51,20.192.44.78,6,50801,443,PA,1,anomaly
