timestamp,ip_src,ip_dst,ip_proto,sport,dport,tcp_flags,label
1718871681.230843,192.168.200.120,52.109.89.19,6,50202,443,PA,0
1718871681.264409,192.168.200.67,239.254.127.63,17,48000,48000,0,0
1718871681.304507,192.168.200.231,239.254.127.63,17,48000,48000,0,0
1718871681.417318,52.109.89.19,192.168.200.120,6,443,50202,PA,0
1718871681.452041,192.168.200.120,52.109.89.19,6,50202,443,PA,0
1718871681.493043,192.168.200.120,52.109.89.19,6,50202,443,A,0
1718871681.523976,192.168.200.120,52.109.89.19,6,50202,443,PA,0
1718871681.566341,192.168.200.188,239.255.255.250,17,52551,1900,0,0
1718871681.693264,52.109.89.19,192.168.200.120,6,443,50202,A,0
1718871681.737414,52.109.89.19,192.168.200.120,6,443,50202,PA,0
1718871681.785461,192.168.200.120,52.109.89.19,6,50202,443,A,0
1718871681.820979,192.168.200.120,52.109.89.19,6,50202,443,PA,0
1718871682.088058,192.168.200.120,52.109.89.19,6,50202,443,A,0
1718871682.122825,192.168.200.120,52.109.89.19,6,50202,443,A,0
1718871682.160584,192.168.200.120,52.109.89.19,6,50202,443,A,0
1718871682.199645,192.168.200.120,52.109.89.19,6,50202,443,A,0
1718871682.238936,192.168.200.120,52.109.89.19,6,50202,443,A,0
1718871682.271614,192.168.200.120,52.109.89.19,6,50202,443,A,0
1718871682.313017,192.168.200.120,52.109.89.19,6,50202,443,PA,0
1718871682.351158,52.109.89.19,192.168.200.120,6,443,50202,A,0
1718871682.474485,52.109.89.19,192.168.200.120,6,443,50202,A,0
1718871682.50715,52.109.89.19,192.168.200.120,6,443,50202,PA,0
1718871682.543434,192.168.200.120,52.109.89.19,6,50202,443,FA,0
1718871682.584132,192.168.200.188,239.255.255.250,17,52551,1900,0,0
1718871682.621538,52.109.89.19,192.168.200.120,6,443,50202,FA,0
1718871683.257558,192.168.200.120,52.109.89.19,6,50202,443,A,0
1718871831.021148,192.168.200.111,224.0.0.251,17,5353,5353,0,0
1718871831.931632,192.168.200.120,192.168.11.3,17,56460,53,0,0
1718871831.99254,192.168.200.120,192.168.11.3,17,51134,53,0,0
1718871832.192777,192.168.11.3,192.168.200.120,17,53,51134,0,0
1718871832.230431,192.168.11.3,192.168.200.120,17,53,56460,0,0
1718871832.28027,192.168.200.120,52.40.173.170,6,50324,443,S,0
1718871832.319531,192.168.200.120,52.40.173.170,6,50325,443,S,0
1718871832.528311,52.40.173.170,192.168.200.120,6,443,50324,SA,0
1718871832.570277,192.168.200.120,52.40.173.170,6,50324,443,A,0
1718871832.605774,192.168.200.120,52.40.173.170,6,50324,443,A,0
1718871832.646293,192.168.200.120,52.40.173.170,6,50324,443,PA,0
1718871832.685736,52.40.173.170,192.168.200.120,6,443,50325,SA,0
1718871832.72988,192.168.200.120,52.40.173.170,6,50325,443,A,0
1718871832.776279,192.168.200.120,52.40.173.170,6,50325,443,A,0
1718871832.813084,192.168.200.120,52.40.173.170,6,50325,443,PA,0
1718871832.841112,192.168.200.120,172.217.170.132,17,49664,443,0,0
1718871832.889093,192.168.200.120,172.217.170.132,17,49664,443,0,0
1718871832.929282,192.168.200.120,172.217.170.132,17,49664,443,0,0
1718871832.967511,172.217.170.132,192.168.200.120,17,443,49664,0,0
1718871833.009926,52.40.173.170,192.168.200.120,6,443,50324,A,0
1718871833.049123,52.40.173.170,192.168.200.120,6,443,50324,A,0
1718871833.091078,52.40.173.170,192.168.200.120,6,443,50324,A,0
1718871833.122923,52.40.173.170,192.168.200.120,6,443,50324,A,0
1718871833.162929,192.168.200.120,52.40.173.170,6,50324,443,A,0
1718871833.202923,52.40.173.170,192.168.200.120,6,443,50324,A,0
1718871833.235479,52.40.173.170,192.168.200.120,6,443,50324,PA,0
1718871833.276152,192.168.200.120,52.40.173.170,6,50324,443,A,0
1718871833.31076,192.168.200.120,52.40.173.170,6,50324,443,PA,0
1718871833.341748,192.168.200.120,52.40.173.170,6,50324,443,PA,0
1718871833.382188,192.168.200.120,52.40.173.170,6,50324,443,PA,0
1718871833.414691,192.168.200.120,52.40.173.170,6,50324,443,PA,0
1718871833.447598,192.168.200.120,172.217.170.132,17,49664,443,0,0
1718871833.495453,172.217.170.132,192.168.200.120,17,443,49664,0,0
1718871833.536259,192.168.200.120,172.217.170.132,17,49664,443,0,0
1718871834.906447,172.217.170.132,192.168.200.120,17,443,49664,0,0
1718871834.942058,172.217.170.132,192.168.200.120,17,443,49664,0,0
1718871834.989867,172.217.170.132,192.168.200.120,17,443,49664,0,0
1718871835.028891,192.168.200.120,172.217.170.132,17,49664,443,0,0
1718871835.075089,192.168.200.120,172.217.170.132,17,49664,443,0,0
1718871835.116746,172.217.170.132,192.168.200.120,17,443,49664,0,0
1718871835.150163,172.217.170.132,192.168.200.120,17,443,49664,0,0
1718871835.195631,172.217.170.132,192.168.200.120,17,443,49664,0,0
1718871835.228721,172.217.170.132,192.168.200.120,17,443,49664,0,0
1718871835.278291,192.168.200.120,172.217.170.132,17,49664,443,0,0
1718871835.32487,52.40.173.170,192.168.200.120,6,443,50325,A,0
1718871835.361906,52.40.173.170,192.168.200.120,6,443,50325,A,0
1718871835.398483,52.40.173.170,192.168.200.120,6,443,50325,A,0
1718871835.428739,192.168.200.120,52.40.173.170,6,50325,443,A,0
1718871835.465475,52.40.173.170,192.168.200.120,6,443,50325,A,0
1718871835.499932,52.40.173.170,192.168.200.120,6,443,50325,PA,0
1718871835.540976,192.168.200.120,52.40.173.170,6,50325,443,A,0
1718871835.58275,192.168.200.120,52.40.173.170,6,50325,443,PA,0
1718871835.616146,52.40.173.170,192.168.200.120,6,443,50324,A,0
1718871835.647153,52.40.173.170,192.168.200.120,6,443,50324,PA,0
1718871835.691362,52.40.173.170,192.168.200.120,6,443,50324,PA,0
1718871835.728678,52.40.173.170,192.168.200.120,6,443,50324,PA,0
1718871835.80763,192.168.200.120,52.40.173.170,6,50324,443,A,0
1718871835.865809,192.168.200.120,52.40.173.170,6,50324,443,PA,0
1718871835.899664,52.40.173.170,192.168.200.120,6,443,50324,A,0
1718871835.940945,52.40.173.170,192.168.200.120,6,443,50324,PA,0
1718871835.983052,52.40.173.170,192.168.200.120,6,443,50324,PA,0
1718871836.015866,192.168.200.120,52.40.173.170,6,50324,443,A,0
1718871836.060996,52.40.173.170,192.168.200.120,6,443,50325,A,0
1718871836.094613,52.40.173.170,192.168.200.120,6,443,50325,PA,0
1718871836.138325,52.40.173.170,192.168.200.120,6,443,50325,PA,0
1718871836.178778,192.168.200.120,52.40.173.170,6,50325,443,A,0
1718871836.215084,192.168.200.120,35.190.80.1,6,50165,443,A,0
1718871836.253112,35.190.80.1,192.168.200.120,6,443,50165,A,0
1718871836.294979,52.40.173.170,192.168.200.120,6,443,50324,A,0
1718871836.33689,192.168.200.68,255.255.255.255,17,53719,29810,0,0
1718871838.698244,192.168.200.120,20.199.120.151,6,49308,443,PA,0
1718871838.738535,20.199.120.151,192.168.200.120,6,443,49308,PA,0
1718871838.775255,192.168.200.120,20.199.120.151,6,49308,443,A,0
1718871838.811386,192.168.200.70,239.255.255.250,17,62583,1900,0,0
1718871839.619229,192.168.200.67,239.254.127.63,17,48000,48000,0,0
1718871839.650397,192.168.200.70,239.255.255.250,17,62583,1900,0,0
1718871839.70567,0.0.0.0,255.255.255.255,17,68,67,0,0
1718871839.931784,192.168.200.50,192.168.200.255,17,137,137,0,0
1718871839.971392,192.168.200.50,192.168.200.255,17,137,137,0,0
1718871840.025145,192.168.200.50,192.168.200.255,17,137,137,0,0
1718871840.074308,192.168.200.50,224.0.0.22,2,0,0,0,0
1718871840.237891,192.168.200.50,224.0.0.22,2,0,0,0,0
1718871840.27243,192.168.200.50,224.0.0.22,2,0,0,0,0
1718871840.311668,192.168.200.50,224.0.0.22,2,0,0,0,0
1718871840.345684,192.168.200.50,224.0.0.22,2,0,0,0,0
1718871840.390944,192.168.200.50,224.0.0.22,2,0,0,0,0
1718871840.434241,192.168.200.50,224.0.0.251,17,5353,5353,0,0
1718871840.473399,192.168.200.50,224.0.0.251,17,5353,5353,0,0
1718871840.51174,192.168.200.50,224.0.0.252,17,49176,5355,0,0
1718871840.557469,192.168.200.50,224.0.0.22,2,0,0,0,0
1718871840.5903,192.168.200.50,224.0.0.22,2,0,0,0,0
1718871840.853237,192.168.200.50,192.168.200.255,17,137,137,0,0
1718871840.884565,192.168.200.50,192.168.200.255,17,137,137,0,0
1718871840.938084,192.168.200.50,192.168.200.255,17,137,137,0,0
1718871840.982893,192.168.200.70,239.255.255.250,17,62583,1900,0,0
1718871841.160167,192.168.200.50,224.0.0.22,2,0,0,0,0
1718871841.191734,192.168.200.50,224.0.0.22,2,0,0,0,0
1718871841.24008,192.168.200.50,224.0.0.22,2,0,0,0,0
1718871841.280845,192.168.200.50,224.0.0.252,17,63340,5355,0,0
1718871841.319372,192.168.200.67,239.254.127.63,17,48000,48000,0,0
1718871841.772826,192.168.200.70,239.255.255.250,17,62583,1900,0,0
1718871842.758752,192.168.200.120,20.238.236.234,6,49328,443,A,0
1718871843.012798,20.238.236.234,192.168.200.120,6,443,49328,A,0
1718871843.822379,192.168.200.78,224.0.0.251,17,5353,5353,0,0
1718871845.069137,192.168.200.68,255.255.255.255,17,53719,29810,0,0
1718871845.37357,52.108.56.17,192.168.200.120,6,443,49737,PA,0
1718871845.422513,192.168.200.120,52.108.56.17,6,49737,443,A,0
1718871851.977495,192.168.200.241,239.255.255.250,17,50808,3702,0,0
1718871852.15817,192.168.200.241,239.255.255.250,17,50808,3702,0,0
1718871852.513185,192.168.200.241,239.255.255.250,17,50808,3702,0,0
1718871853.231343,192.168.200.241,239.255.255.250,17,50808,3702,0,0
1718871854.664757,192.168.200.241,239.255.255.250,17,55931,1900,0,0
1718871854.985187,192.168.200.241,239.255.255.250,17,55934,1900,0,0
1718871855.292117,192.168.200.241,239.255.255.250,17,50808,3702,0,0
1718871855.330106,192.168.200.68,255.255.255.255,17,53719,29810,0,0
1718871855.394709,192.168.200.120,192.168.11.3,17,58634,53,0,0
1718871855.434684,192.168.200.120,192.168.11.3,17,61220,53,0,0
1718871855.596306,192.168.11.3,192.168.200.120,17,53,58634,0,0
1718871855.636713,192.168.11.3,192.168.200.120,17,53,61220,0,0
1718871855.725458,192.168.200.146,239.255.255.250,17,57858,3702,0,0
1718871855.904959,192.168.200.241,239.255.255.250,17,55931,1900,0,0
1718871855.949079,192.168.200.146,239.255.255.250,17,57858,3702,0,0
1718871856.206043,192.168.200.241,239.255.255.250,17,55934,1900,0,0
1718871856.250192,192.168.200.146,192.168.200.255,17,137,137,0,0
1718871856.76698,192.168.200.146,239.255.255.250,17,57858,3702,0,0
1718871856.809185,192.168.200.120,192.168.11.3,17,55963,53,0,0
1718871856.899202,192.168.200.120,192.168.11.3,17,54872,53,0,0
1718871856.944592,192.168.11.3,192.168.200.120,17,53,55963,0,0
1718871856.99681,192.168.200.241,239.255.255.250,17,55931,1900,0,0
1718871857.128199,192.168.200.241,239.255.255.250,17,55934,1900,0,0
1718871857.171259,192.168.200.241,239.255.255.250,17,50808,3702,0,0
1718871857.21682,192.168.11.3,192.168.200.120,17,53,54872,0,0
1718871857.275224,192.168.200.146,192.168.200.255,17,137,137,0,0
1718871857.745794,192.168.200.146,239.255.255.250,17,57858,3702,0,0
1718871857.785852,192.168.200.120,192.168.11.3,17,56141,53,0,0
1718871857.823375,192.168.200.120,192.168.11.3,17,49171,53,0,0
1718871857.872936,192.168.200.241,239.255.255.250,17,55931,1900,0,0
1718871857.910962,192.168.200.146,192.168.200.255,17,137,137,0,0
1718871857.948046,192.168.200.241,239.255.255.250,17,55934,1900,0,0
1718871857.994033,192.168.11.3,192.168.200.120,17,53,56141,0,0
1718871858.112321,192.168.11.3,192.168.200.120,17,53,49171,0,0
1718871858.152591,192.168.200.120,13.107.246.55,6,50352,443,S,0
1718871858.196851,13.107.246.55,192.168.200.120,6,443,50352,SA,0
1718871858.305695,192.168.200.120,13.107.246.55,6,50352,443,A,0
1718871858.34185,192.168.200.120,13.107.246.55,6,50352,443,A,0
1718871858.384558,192.168.200.120,13.107.246.55,6,50352,443,PA,0
1718871858.422591,13.107.246.55,192.168.200.120,6,443,50352,A,0
1718871858.473276,13.107.246.55,192.168.200.120,6,443,50352,PA,0
1718871858.506933,192.168.200.120,13.107.246.55,6,50352,443,PA,0
1718871858.554917,192.168.200.146,239.255.255.250,17,57858,3702,0,0
1718871858.70123,13.107.246.55,192.168.200.120,6,443,50352,A,0
1718871858.770509,13.107.246.55,192.168.200.120,6,443,50352,PA,0
1718871858.807808,192.168.200.120,13.107.246.55,6,50352,443,A,0
1718871858.84659,13.107.246.55,192.168.200.120,6,443,50352,PA,0
1718871858.88617,13.107.246.55,192.168.200.120,6,443,50352,PA,0
1718871858.921121,192.168.200.120,13.107.246.55,6,50352,443,A,0
1718871858.963263,192.168.200.120,13.107.246.55,6,50352,443,PA,0
1718871858.996099,192.168.200.120,13.107.246.55,6,50352,443,PA,0
1718871859.037331,192.168.200.120,13.107.246.55,6,50352,443,PA,0
1718871859.070833,13.107.246.55,192.168.200.120,6,443,50352,PA,0
1718871860.266464,13.107.246.55,192.168.200.120,6,443,50352,PA,0
1718871860.297635,192.168.200.120,13.107.246.55,6,50352,443,A,0
1718871860.342168,13.107.246.55,192.168.200.120,6,443,50352,PA,0
1718871860.37633,13.107.246.55,192.168.200.120,6,443,50352,A,0
1718871860.422044,192.168.200.120,13.107.246.55,6,50352,443,PA,0
1718871860.462312,13.107.246.55,192.168.200.120,6,443,50352,PA,0
1718871860.501366,13.107.246.55,192.168.200.120,6,443,50352,PA,0
1718871860.542144,192.168.200.120,13.107.246.55,6,50352,443,A,0
1718871860.578197,13.107.246.55,192.168.200.120,6,443,50352,A,0
1718871860.624085,192.168.200.120,74.125.71.188,6,49331,5228,A,0
1718871860.766912,192.168.200.120,74.125.71.188,6,49330,5228,A,0
1718871860.798839,74.125.71.188,192.168.200.120,6,5228,49331,A,0
1718871860.838155,74.125.71.188,192.168.200.120,6,5228,49330,A,0
1718871860.882432,192.168.200.146,239.255.255.250,17,57858,3702,0,0
1718871860.920499,192.168.200.41,192.168.200.255,17,138,138,0,0
1718871860.967772,52.108.56.17,192.168.200.120,6,443,49737,PA,0
1718871862.658504,192.168.200.120,52.108.56.17,6,49737,443,A,0
1718871862.701521,192.168.200.146,239.255.255.250,17,57858,3702,0,0
1718871863.889552,192.168.200.70,239.255.255.250,17,64439,3702,0,0
1718872028.669944,192.168.200.146,239.255.255.250,17,54936,1900,0,0
1718872028.72082,192.168.200.188,239.255.255.250,17,50573,3702,0,0
1718872028.954236,192.168.200.188,239.255.255.250,17,50573,3702,0,0
1718872029.422765,192.168.200.188,239.255.255.250,17,50573,3702,0,0
1718872029.438399,192.168.200.188,192.168.200.255,17,137,137,0,0
1718872029.685648,192.168.200.146,239.255.255.250,17,54936,1900,0,0
1718872029.717529,192.168.200.153,239.254.127.63,17,48000,48000,0,0
1718872029.835419,192.168.200.231,239.254.127.63,17,48000,48000,0,0
1718872029.863985,192.168.200.153,239.254.127.63,17,48000,48000,0,0
1718872030.112594,192.168.200.121,224.0.0.251,17,5353,5353,0,0
1718872030.176257,192.168.200.121,224.0.0.251,17,5353,5353,0,0
1718872030.194427,192.168.200.188,192.168.200.255,17,137,137,0,0
1718872030.488184,192.168.200.121,224.0.0.251,17,5353,5353,0,0
1718872030.68061,192.168.200.210,239.255.255.250,17,57516,1900,0,0
1718872030.731313,192.168.200.121,224.0.0.251,17,5353,5353,0,0
1718872030.938649,192.168.200.188,192.168.200.255,17,137,137,0,0
1718872030.976458,192.168.200.121,224.0.0.22,2,0,0,0,0
1718872030.992006,192.168.200.121,224.0.0.251,17,5353,5353,0,0
1718872031.116111,192.168.200.121,224.0.0.251,17,5353,5353,0,0
1718872031.147823,192.168.200.121,224.0.0.251,17,5353,5353,0,0
1718872031.161555,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872031.266977,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872031.28281,192.168.200.121,224.0.0.251,17,5353,5353,0,0
1718872031.360895,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872031.381638,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872031.592619,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872031.910986,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872032.181654,192.168.200.188,239.255.255.250,17,50573,3702,0,0
1718872032.245837,192.168.200.231,239.254.127.63,17,48000,48000,0,0
1718872032.294293,192.168.200.67,239.254.127.63,17,48000,48000,0,0
1718872032.344106,192.168.200.231,239.254.127.63,17,48000,48000,0,0
1718872032.699083,52.108.56.17,192.168.200.120,6,443,49737,PA,0
1718872032.748823,192.168.200.120,52.108.56.17,6,49737,443,A,0
1718872032.794471,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872033.044566,192.168.200.121,224.0.0.22,2,0,0,0,0
1718872033.174468,192.168.200.121,224.0.0.251,17,5353,5353,0,0
1718872033.543625,192.168.200.184,224.0.0.251,17,5353,5353,0,0
1718872034.192232,192.168.200.188,239.255.255.250,17,50573,3702,0,0
1718872034.2583,192.168.200.121,224.0.0.251,17,5353,5353,0,0
1718872034.42412,192.168.200.184,239.255.255.250,17,52729,1900,0,0
1718872034.546439,192.168.200.184,224.0.0.251,17,5353,5353,0,0
1718872034.796011,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872035.025805,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872035.073019,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872035.255735,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872035.296447,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872035.483867,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872035.525728,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872036.199776,192.168.200.188,239.255.255.250,17,50573,3702,0,0
1718872036.66184,192.168.200.231,239.254.127.63,17,48000,48000,0,0
1718872036.727941,192.168.200.210,239.255.255.250,17,57516,1900,0,0
1718872036.810579,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872036.956765,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872037.008007,192.168.200.68,255.255.255.255,17,43184,29810,0,0
1718872037.138407,192.168.200.121,224.0.0.251,17,5353,5353,0,0
1718872037.428035,192.168.200.184,239.255.255.250,17,52729,1900,0,0
1718872037.459299,192.168.200.120,20.238.236.234,6,49328,443,A,0
1718872037.513053,192.168.200.188,239.255.255.250,17,50698,1900,0,0
1718872037.636657,192.168.200.231,239.254.127.63,17,48000,48000,0,0
1718872037.706039,20.238.236.234,192.168.200.120,6,443,49328,A,0
1718872037.973934,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872038.501604,192.168.200.188,239.255.255.250,17,50698,1900,0,0
1718872038.974051,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872039.210323,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872039.263214,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872039.442699,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872039.484258,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872039.526913,192.168.200.188,239.255.255.250,17,50698,1900,0,0
1718872039.659419,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872039.70933,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872040.018368,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872040.235899,192.168.200.188,239.255.255.250,17,50699,1900,0,0
1718872040.436577,192.168.200.184,239.255.255.250,17,52729,1900,0,0
1718872040.992341,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872041.082787,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872041.131066,192.168.200.120,74.125.71.188,6,49331,5228,A,0
1718872041.234864,192.168.200.120,74.125.71.188,6,49330,5228,A,0
1718872041.281672,192.168.200.188,239.255.255.250,17,50699,1900,0,0
1718872041.33261,74.125.71.188,192.168.200.120,6,5228,49331,A,0
1718872041.379716,74.125.71.188,192.168.200.120,6,5228,49330,A,0
1718872042.007918,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872042.248785,192.168.200.188,239.255.255.250,17,50699,1900,0,0
1718872043.001578,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872043.162228,192.168.200.121,224.0.0.251,17,5353,5353,0,0
1718872043.234753,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872043.282669,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872043.453819,192.168.200.188,239.255.255.250,17,50699,1900,0,0
1718872043.501767,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872043.697857,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872043.742483,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872044.035684,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872044.079859,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872045.02812,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872045.216197,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872045.262413,192.168.200.153,239.254.127.63,17,48000,48000,0,0
1718872045.546255,192.168.200.121,224.0.0.251,17,5353,5353,0,0
1718872045.580094,192.168.200.121,224.0.0.251,17,5353,5353,0,0
1718872045.629367,20.42.73.27,192.168.200.120,6,443,50441,RA,0
1718872045.90669,192.168.200.121,224.0.0.251,17,5353,5353,0,0
1718872046.031793,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872046.075153,192.168.200.121,224.0.0.22,2,0,0,0,0
1718872046.157846,192.168.200.121,224.0.0.251,17,5353,5353,0,0
1718872046.544623,192.168.200.121,224.0.0.251,17,5353,5353,0,0
1718872046.649151,192.168.200.121,224.0.0.251,17,5353,5353,0,0
1718872046.754962,192.168.200.121,224.0.0.251,17,5353,5353,0,0
1718872047.04048,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872047.112349,192.168.200.68,255.255.255.255,17,43184,29810,0,0
1718872047.277614,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872047.31546,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872047.49307,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872047.540077,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872047.729362,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872047.776474,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872047.843103,52.108.56.17,192.168.200.120,6,443,49737,PA,0
1718872047.893029,192.168.200.121,224.0.0.251,17,5353,5353,0,0
1718872048.060274,192.168.200.120,52.108.56.17,6,49737,443,A,0
1718872048.100646,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872048.547331,192.168.200.121,224.0.0.251,17,5353,5353,0,0
1718872049.063618,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872049.079516,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872049.108551,192.168.200.121,224.0.0.22,2,0,0,0,0
1718872049.780102,192.168.200.121,224.0.0.251,17,5353,5353,0,0
1718872049.80105,192.168.200.121,224.0.0.251,17,5353,5353,0,0
1718872050.075026,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872051.077676,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872051.325459,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872051.524687,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872051.542932,192.168.200.120,20.42.73.27,6,50439,443,A,0
1718872051.554331,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872051.579065,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872051.76477,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872051.781286,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872051.797534,20.42.73.27,192.168.200.120,6,443,50439,A,0
1718872051.818428,192.168.200.41,239.255.255.250,17,54936,1900,0,0
1718872051.908323,192.168.200.120,192.168.11.3,17,58049,53,0,0
1718872051.930396,192.168.200.120,192.168.11.3,17,52754,53,0,0
1718872051.947248,192.168.11.3,192.168.200.120,17,53,52754,0,0
1718872051.971143,192.168.11.3,192.168.200.120,17,53,58049,0,0
1718872051.988761,192.168.200.120,142.251.47.206,17,59557,443,0,0
1718872052.004847,192.168.200.120,142.251.47.206,17,59557,443,0,0
1718872052.026224,192.168.200.120,142.251.47.206,17,59557,443,0,0
1718872052.039064,192.168.200.120,142.251.47.206,17,59557,443,0,0
1718872052.063925,142.251.47.206,192.168.200.120,17,443,59557,0,0
1718872052.083762,142.251.47.206,192.168.200.120,17,443,59557,0,0
1718872052.10564,192.168.200.120,142.251.47.206,17,59557,443,0,0
1718872052.127031,142.251.47.206,192.168.200.120,17,443,59557,0,0
1718872052.149059,192.168.200.120,142.251.47.206,17,59557,443,0,0
1718872052.166942,142.251.47.206,192.168.200.120,17,443,59557,0,0
1718872052.339325,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872052.373143,142.251.47.206,192.168.200.120,17,443,59557,0,0
1718872052.394022,142.251.47.206,192.168.200.120,17,443,59557,0,0
1718872052.417637,192.168.200.120,142.251.47.206,17,59557,443,0,0
1718872052.437035,192.168.200.120,142.251.47.206,17,59557,443,0,0
1718872052.452216,192.168.200.120,142.251.47.206,17,59557,443,0,0
1718872052.472323,142.251.47.206,192.168.200.120,17,443,59557,0,0
1718872052.488943,142.251.47.206,192.168.200.120,17,443,59557,0,0
1718872052.512151,192.168.200.120,142.251.47.206,17,59557,443,0,0
1718872052.527304,142.251.47.206,192.168.200.120,17,443,59557,0,0
1718872052.547706,142.251.47.206,192.168.200.120,17,443,59557,0,0
1718872052.570447,142.251.47.206,192.168.200.120,17,443,59557,0,0
1718872052.587417,142.251.47.206,192.168.200.120,17,443,59557,0,0
1718872052.611366,192.168.200.120,142.251.47.206,17,59557,443,0,0
1718872052.632783,142.251.47.206,192.168.200.120,17,443,59557,0,0
1718872052.828124,192.168.200.120,142.251.47.206,17,59557,443,0,0
1718872052.851967,142.251.47.206,192.168.200.120,17,443,59557,0,0
1718872052.87743,192.168.200.120,142.251.47.206,17,59557,443,0,0
1718872052.898099,142.251.47.206,192.168.200.120,17,443,59557,0,0
1718872052.915663,192.168.200.41,239.255.255.250,17,54936,1900,0,0
1718872053.092336,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872053.841661,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872053.866353,192.168.200.41,239.255.255.250,17,54936,1900,0,0
1718872054.071154,192.168.200.79,239.255.255.250,17,56366,3702,0,0
1718872054.092079,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872054.271162,192.168.200.79,239.255.255.250,17,56366,3702,0,0
1718872054.686719,192.168.200.79,239.255.255.250,17,56366,3702,0,0
1718872055.103889,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872055.325147,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872055.34707,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872055.488081,192.168.200.79,239.255.255.250,17,56366,3702,0,0
1718872055.54827,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872055.56905,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872055.63818,192.168.200.184,239.255.255.250,17,60606,1900,0,0
1718872055.775247,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872056.652772,192.168.200.73,224.0.0.251,17,5353,5353,0,0
1718872056.668947,192.168.200.184,239.255.255.250,17,60606,1900,0,0
1718872056.933019,192.168.200.79,192.168.200.255,17,137,137,0,0
1718872057.06801,192.168.200.79,239.255.255.250,17,56366,3702,0,0
1718872057.108177,192.168.200.73,224.0.0.251,17,5353,5353,0,0
